749|Man from Down Under, The|m.0by1wcr
750|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb|m.02dwj
751|Careful|m.026sy10
752|Vermont Is For Lovers|m.080979f
753|Month by the Lake, A|m.05p6tc4
754|Gold Diggers: The Secret of Bear Mountain|m.02p_pqh
755|Kim|m.0gzvqs
756|Carmen Miranda: Bananas Is My Business|m.0crt66q
757|Ashes of Time|m.01gcz7
758|Jar, The (Khomreh)|m.0bntqlk
759|Maya Lin: A Strong Clear Vision|m.026st_d
760|Stalingrad|m.040s2y
761|Phantom, The|m.0d99k_
762|Striptease|m.01r97z
763|Last of the High Kings, The (a.k.a. Summer Fling)|m.03c6f0_
764|Heavy|m.03rpvs
765|Jack|m.033856
766|I Shot Andy Warhol|m.0286vp
767|Grass Harp, The|m.04q31tk
768|Someone Else's America|m.0byshz5
769|Marlene Dietrich: Shadow and Light|
770|Costa Brava|
771|Vie est belle, La (Life is Rosey)|m.0j44yb1
772|Quartier Mozart|
773|Touki Bouki (Journey of the Hyena)|m.07ww2lg
774|Wend Kuuni (God's Gift)|m.03hp16n
775|Spirits of the Dead (Tre Passi nel Delirio)|m.0f4yl5
776|Babyfever|m.02wh6z8
777|Pharaoh's Army|m.04j20l7
778|Trainspotting|m.0qf2t
779|'Til There Was You|m.047dvdb
780|Independence Day (ID4)|m.0ds2n
781|Stealing Beauty|m.05zr1l
782|Fan, The|m.07dvy7
783|Hunchback of Notre Dame, The|m.0241y7
784|Cable Guy, The|m.03lrht
785|Kingpin|m.060r16
786|Eraser|m.02fhm6
787|Gate of Heavenly Peace, The|m.027hbdv
788|Nutty Professor, The|m.0d87hc
789|I, Worst of All (Yo, la peor de todas)|m.04j2pzy
790|An Unforgettable Summer|m.0465gbw
791|Last Klezmer: Leopold Kozlowski, His Life and Music, The|m.0crrz6p
792|Hungarian Fairy Tale, A|m.02x42st
793|My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud)|m.0b7bnkc
794|Midnight Dancers (Sibak)|m.0gz7kl
795|Somebody to Love|m.04j1mv4
796|Very Natural Thing, A|m.06sgvs
797|Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)|m.05syn7s
798|Daylight|m.03phtz
799|Frighteners, The|m.039yp5
800|Lone Star|m.046qwc
801|Harriet the Spy|m.02862zk
802|Phenomenon|m.03936g
803|Walking and Talking|m.0c7j26
804|She's the One|m.06wqgh
805|Time to Kill, A|m.09p4w8
806|American Buffalo|m.048r690
807|Rendezvous in Paris (Rendez-vous de Paris, Les)|m.0dfs5_
808|Alaska|m.098f_x
809|Fled|m.0fghvz
810|Kazaam|m.032pdj
811|Bewegte Mann, Der|
812|Magic Hunter|m.0z5d_07
813|Larger Than Life|m.0c50k1
814|Boy Called Hate, A|m.047lgx7
815|Power 98|m.07kcjng
816|Two Deaths|m.0dllh33
818|Very Brady Sequel, A|m.08v3bw
819|Stefano Quantestorie|m.0gtl44n
820|Death in the Garden (Mort en ce jardin, La)|m.0gpnp8
821|Crude Oasis, The|
822|Hedd Wyn|m.03d1hqg
823|Collectionneuse, La|m.0d89jg
824|Kaspar Hauser|m.0bhgqnp
825|Echte Kerle|m.0crsfy8
826|Diebinnen|
827|Convent, The (Convento, O)|m.0274q34
828|Adventures of Pinocchio, The|m.034v28
829|Joe's Apartment|m.08x_q4
830|First Wives Club, The|m.06fhhh
831|Stonewall|m.05_n7z
832|Ransom|m.03xx0x
833|High School High|m.03n7pw
834|Phat Beach|m.04gsqs_
835|Foxfire|m.03nfc4
836|Chain Reaction|m.0558xt
837|Matilda|m.03209l
838|Emma|m.07tj4c
839|Crow: City of Angels, The|m.03kysk
840|House Arrest|m.0d7w7t
841|Eyes Without a Face|m.07hm0d
842|Tales from the Crypt Presents: Bordello of Blood|m.034fgm
843|Lotto Land|m.04j03hm
844|Story of Xinghua, The|m.075rv8v
845|Day the Sun Turned Cold, The (Tianguo niezi)|m.07wwcbq
846|Flirt|m.0g3rpw
847|Big Squeeze, The|m.04j34v5
848|Spitfire Grill, The|m.08sytx
849|Escape from L.A.|m.033v5p
850|Cyclo|m.03gw01
851|Basquiat|m.03njdv
852|Tin Cup|m.01h0_h
853|Dingo|m.09hl_z
854|Ballad of Narayama, The (Narayama Bushiko)|m.04cz70
855|Every Other Weekend|m.0b_tz5y
856|Mille bolle blu|m.0c1p2z3
857|Crows and Sparrows|m.0g7_9s
858|Godfather, The|m.07g1sm
859|Hippie Revolution, The|
860|Maybe, Maybe Not (Bewegte Mann, Der)|m.0bnmcl
861|Supercop|m.03_95w
862|Manny & Lo|m.0g1vcm
863|Celestial Clockwork|
864|Wife, The|m.09g6f0s
865|Small Faces|m.050xcx
866|Bound|m.01l25p
867|Carpool|m.0dy27c
868|Death in Brunswick|m.074f6p
869|Kansas City|m.05nyt2
870|Gone Fishin'|m.072564
871|Lover's Knot|
872|Aiqing wansui|m.067ngh
873|Shadow of Angels (Schatten der Engel)|m.05zjw88
874|Killer: A Journal of Murder|m.0kvh2d
875|Nothing to Lose|m.0gkr997
876|Police Story 4: Project S (Chao ji ji hua)|m.0bn33v
877|Girls Town|m.02qg790
878|Bye-Bye|m.07k9m5y
879|Relic, The|m.077dw1
880|Island of Dr. Moreau, The|m.0dp7wt
881|First Kid|m.01x5_f
882|Trigger Effect, The|m.0dyzm9
884|Sweet Nothing|m.09v2wrq
885|Bogus|m.02vyyj6
886|Bulletproof|m.047419
887|Talk of Angels|m.06w7slf
888|Land Before Time III: The Time of the Great Giving|m.07kwyt
889|1-900|m.05zk8jx
890|Baton Rouge|m.0cg4_k7
891|Halloween: The Curse of Michael Myers|m.06d6z_
892|Twelfth Night|m.02rtqvb
893|Mother Night|m.08zj46
894|Liebelei|m.02wxpbj
895|Venice/Venice|m.0806ssc
896|Wild Reeds|m.0405t4
897|For Whom the Bell Tolls|m.0cjw2s
898|Philadelphia Story, The|m.0gxfz
899|Singin' in the Rain|m.063hp4
900|American in Paris, An|m.05dmmc
901|Funny Face|m.02dq6z
902|Breakfast at Tiffany's|m.0dnw1
903|Vertigo|m.0k5g9
904|Rear Window|m.0jwvf
905|It Happened One Night|m.0c5dd
906|Gaslight|m.070fnm
907|Gay Divorcee, The|m.0glnm
908|North by Northwest|m.0jqd3
909|Apartment, The|m.0b_5d
910|Some Like It Hot|m.0k4f3
911|Charade|m.03n102
912|Casablanca|m.0ft18
913|Maltese Falcon, The|m.0cbn7c
914|My Fair Lady|m.0cq7kw
915|Sabrina|m.04wddl
916|Roman Holiday|m.0k419
917|Little Princess, The|m.096vm7
918|Meet Me in St. Louis|m.0jy_1
919|Wizard of Oz, The|m.02q52q
920|Gone with the Wind|m.083skw
921|My Favorite Year|m.016k80
922|Sunset Blvd. (a.k.a. Sunset Boulevard)|m.0k4fz
923|Citizen Kane|m.01lsl
924|2001: A Space Odyssey|m.08ct6
925|Golden Earrings|m.026n0nd
926|All About Eve|m.0bj25
927|Women, The|m.02710m8
928|Rebecca|m.04mzf8
929|Foreign Correspondent|m.0gy4k
930|Notorious|m.01ltq_
931|Spellbound|m.0ktpx
932|Affair to Remember, An|m.03lnmp
933|To Catch a Thief|m.01jntj
934|Father of the Bride|m.0kxpq
935|Band Wagon, The|m.0jq14
936|Ninotchka|m.0gt1k
937|Love in the Afternoon|m.0b2f87
938|Gigi|m.05sbv3
939|Reluctant Debutante, The|m.0kvbdg
940|Adventures of Robin Hood, The|m.0gssy
941|Mark of Zorro, The|m.044vd3
942|Laura|m.0jymd
943|Ghost and Mrs. Muir, The|m.071tng
944|Lost Horizon|m.0gnsx
945|Top Hat|m.0gnjh
946|To Be or Not to Be|m.0k4m8
947|My Man Godfrey|m.0jz71
948|Giant|m.0m_mm
949|East of Eden|m.01qkt1
950|Thin Man, The|m.0glqs
951|His Girl Friday|m.0jsxn
952|Around the World in 80 Days|m.04954r
953|It's a Wonderful Life|m.0gcpc
954|Mr. Smith Goes to Washington|m.0gt14
955|Bringing Up Baby|m.0jq56
956|Penny Serenade|m.012j7h
957|Scarlet Letter, The|m.03h082k
958|Lady of Burlesque|m.03d8lyh
959|Of Human Bondage|m.026pqmj
960|Angel on My Shoulder|m.0fr6g9
961|Little Lord Fauntleroy|m.03yd1p4
962|They Made Me a Criminal|m.027fltd
963|Inspector General, The|m.0kvg94
964|Angel and the Badman|m.09pt4v
965|39 Steps, The|m.09xcn4
966|Walk in the Sun, A|m.03tc36
967|Outlaw, The|m.04xv7k
968|Night of the Living Dead|m.07g38
969|African Queen, The|m.0hv27
970|Beat the Devil|m.0599ch
971|Cat on a Hot Tin Roof|m.09hjbg
972|Last Time I Saw Paris, The|m.0gkqds
973|Meet John Doe|m.07ftxt
974|Algiers|m.04vgss
975|Something to Sing About|m.02ql739
976|Farewell to Arms, A|m.03cd4q6
977|Moonlight Murder|m.09pgf_5
978|Blue Angel, The (Blaue Engel, Der)|
979|Nothing Personal|m.0bbqb58
980|In the Line of Duty 2|m.03cxzkt
981|Dangerous Ground|m.02qgrl6
982|Picnic|m.0m_kq
983|Madagascar Skin|m.02vsfmh
984|Pompatus of Love, The|m.05lbpp
985|Small Wonders|m.04_0b7q
986|Fly Away Home|m.0hmk4
987|Bliss|m.0bgbp96
988|Grace of My Heart|m.0fk60h
989|Schlafes Bruder (Brother of Sleep)|m.04jl_ps
990|Maximum Risk|m.0bmjx4
991|Michael Collins|m.0pv54
992|Rich Man's Wife, The|m.0dgcgl
993|Infinity|m.09d3f3
994|Big Night|m.02bf6d
996|Last Man Standing|m.08j62y
997|Caught|m.03yjj_1
998|Set It Off|m.032knp
999|2 Days in the Valley|m.05828j
1000|Curdled|m.04jryv
1001|Associate, The (L'Associe|m.0gksf34
1002|Ed's Next Move|m.02qgv0b
1003|Extreme Measures|m.08y42c
1004|Glimmer Man, The|m.0hqtj
1005|D3: The Mighty Ducks|m.079ntq
1006|Chamber, The|m.0f0w57
1007|Apple Dumpling Gang, The|m.05l1ky
1008|Davy Crockett, King of the Wild Frontier|m.06rpz_
1009|Escape to Witch Mountain|m.04f2h9q
1010|Love Bug, The|m.01p0rd
1011|Herbie Rides Again|m.06llvx
1012|Old Yeller|m.05tg9g
1013|Parent Trap, The|m.07ntq
1014|Pollyanna|m.047nzpn
1015|Homeward Bound: The Incredible Journey|m.04hr2d
1016|Shaggy Dog, The|m.031ryv
1017|Swiss Family Robinson|m.03dhpv
1018|That Darn Cat!|m.04h3m_
1019|20,000 Leagues Under the Sea|m.0dqg_9
1020|Cool Runnings|m.050r7y
1021|Angels in the Outfield|m.08fm68
1022|Cinderella|m.023p33
1023|Winnie the Pooh and the Blustery Day|m.081wtz
1024|Three Caballeros, The|m.0k5jp
1025|Sword in the Stone, The|m.09s91g
1026|So Dear to My Heart|m.05lvcy
1027|Robin Hood: Prince of Thieves|m.01msrb
1028|Mary Poppins|m.0kcn7
1029|Dumbo|m.0175k8
1030|Pete's Dragon|m.01_4h2
1031|Bedknobs and Broomsticks|m.01_1pv
1032|Alice in Wonderland|m.039zft
1033|Fox and the Hound, The|m.04xg4z
1034|Freeway|m.03hjys
1035|Sound of Music, The|m.0cq7tx
1036|Die Hard|m.0p3_y
1037|Lawnmower Man, The|m.031qr5
1038|Unhook the Stars|m.0gymhp
1039|Synthetic Pleasures|m.0b79j3
1040|Secret Agent, The|m.0bw3r_b
1041|Secrets & Lies|m.02wk7b
1042|That Thing You Do!|m.0pvms
1043|To Gillian on Her 37th Birthday|m.08hlty
1044|Surviving Picasso|m.07nvl4
1045|Love Is All There Is|m.0bnx59
1046|Beautiful Thing|m.0by8jpy
1047|Long Kiss Goodnight, The|m.03305j
1049|Ghost and the Darkness, The|m.02kfzz
1050|Looking for Richard|m.05ss0g
1051|Trees Lounge|m.07m9f2
1052|Proprietor, The|m.0fbdtb
1053|Normal Life|m.02x9pqf
1054|Get on the Bus|m.0cmdm1
1055|Shadow Conspiracy|m.0d35h1
1056|Jude|m.01q3y4
1057|Everyone Says I Love You|m.0blpg
1058|Bitter Sugar (Azucar Amargo)|m.04j2_lv
1059|William Shakespeare's Romeo and Juliet|m.01cssf
1060|Swingers|m.01ylt7
1061|Sleepers|m.035xwd
1062|Sunchaser, The|m.084__p
1063|Johns|m.0kv9yw
1064|Aladdin and the King of Thieves|m.01_5px
1065|Woman in Question, The|m.06w6rw5
1066|Shall We Dance?|m.0bf1f1
1067|Damsel in Distress, A|m.07qb96
1068|Crossfire|m.0bktb
1069|Murder, My Sweet|m.04gjn8
1070|Macao|m.06vf_w
1071|For the Moment|m.04j2ckh
1073|Willy Wonka and the Chocolate Factory|m.017kz7
1075|Sexual Life of the Belgians, The|m.0czd4r1
1076|Innocents, The|m.064r9j
1077|Sleeper|m.02srl9
1078|Bananas|m.04t6jm
1079|Fish Called Wanda, A|m.01sxly
1080|Monty Python's Life of Brian|m.04k2p
1081|Victor/Victoria|m.01k5y0
1082|Candidate, The|m.0902by
1083|Great Race, The|m.01nc_h
1084|Bonnie and Clyde|m.0hvvf
1085|Old Man and the Sea, The|m.03qfwq7
1086|Dial M for Murder|m.0k7tq
1087|Madame Butterfly|m.0c0l3kk
1088|Dirty Dancing|m.032clf
1089|Reservoir Dogs|m.02h4658
1090|Platoon|m.0sxmx
1091|Weekend at Bernie's|m.04kwxf
1092|Basic Instinct|m.02fqxm
1093|Doors, The|m.02vnh1
1094|Crying Game, The|m.07j8r
1095|Glengarry Glen Ross|m.06d0fg
1096|Sophie's Choice|m.0bcp9b
1097|E.T. the Extra-Terrestrial|m.0jqn5
1098|Search for One-eye Jimmy, The|m.02877g1
1099|Christmas Carol, A|m.04qyjx
1100|Days of Thunder|m.02_nsc
1101|Top Gun|m.018js4
1102|American Strays|m.0gvswz4
1103|Rebel Without a Cause|m.0k2_0
1104|Streetcar Named Desire, A|m.097zcz
1105|Children of the Corn IV: The Gathering|m.08n7j5
1106|Leopard Son, The|m.0jzl842
1107|Loser|m.0gks3yq
1108|Prerokbe Ognja|
1109|Charm's Incidents|
1110|Bird of Prey|m.0gks70s
1111|Microcosmos (Microcosmos: Le peuple de l'herbe)|m.08pxdl
1112|Palookaville|m.0c9nw_
1113|Associate, The|m.08b3lp
1114|Funeral, The|m.02wjh2
1115|Sleepover|m.0crrs61
1116|Single Girl, A (La Fille Seule)|m.05_6z2
1117|Eighth Day, The (Le Huitième jour )|m.0cdkzm
1118|Tashunga|m.0crwchk
1119|Drunks|m.04j34jp
1120|People vs. Larry Flynt, The|m.0170th
1121|Glory Daze|m.06lsnn
1122|Plutonium Circus|
1123|Perfect Candidate, A|m.0crv8dy
1124|On Golden Pond|m.03hj3b3
1125|Return of the Pink Panther, The|m.05r1bb
1126|Drop Dead Fred|m.03qqd6
1127|Abyss, The|m.0ccsq
1128|Fog, The|m.051_sx
1129|Escape from New York|m.02p5d
1130|Howling, The|m.05nsx8
1131|Jean de Florette|m.041cjn
1132|Manon of the Spring (Manon des sources)|m.041cm9
1133|Talking About Sex|m.04j1j54
1134|Johnny 100 Pesos|m.0crrlyn
1135|Private Benjamin|m.01jw6z
1136|Monty Python and the Holy Grail|m.04zl8
1137|Hustler White|m.059xf1
1138|Dadetown|
1139|Everything Relative|m.0crrmkw
1140|Entertaining Angels: The Dorothy Day Story|m.02qw8kq
1141|Hoogste tijd|m.05zjdtb
1142|Get Over It|
1143|Three Lives and Only One Death|m.0kvct8
1144|Line King: Al Hirschfeld, The|m.04zwj09
1145|Snowriders|m.0cs11q1
1146|Curtis's Charm|m.0b6bd21
1147|When We Were Kings|m.037q31
1148|Wrong Trousers, The|m.03mqwt
1149|JLG/JLG - autoportrait de décembre|m.04jmndm
1150|Return of Martin Guerre, The (Retour de Martin Guerre, Le)|m.04_c0y
1151|Faust|m.059v0g
1152|He Walked by Night|m.074wlv
1153|Raw Deal|m.06jbs4
1154|T-Men|m.074tcn
1155|Invitation, The (Zaproszenie)|
1156|Children Are Watching us, The (Bambini ci guardano, I)|m.09sj53
1157|Symphonie pastorale, La|m.05dx39
1158|Here Comes Cookie|m.091m79q
1159|Love in Bloom|
1160|Six of a Kind|m.091m7rt
1161|Tin Drum, The (Blechtrommel, Die)|m.026qgmr
1162|Ruling Class, The|m.015qnx
1163|Mina Tannenbaum|m.02x0y83
1164|Two or Three Things I Know About Her|m.05gbht
1165|Bloody Child, The|m.0cs8p4c
1166|Farmer & Chase|
1167|Dear God|m.0dy53b
1168|Bad Moon|m.085n3x
1169|American Dream|m.08brf3
1170|Best of the Best 3: No Turning Back|m.0kvbj9
1171|Bob Roberts|m.03p2xc
1172|Cinema Paradiso|m.04m1bm
1173|Cook the Thief His Wife & Her Lover, The|m.05z5lc
1174|Grosse Fatigue|m.07k7gb6
1175|Delicatessen|m.02b0w4
1176|Double Life of Veronique, The (La Double Vie de Véronique)|m.036p2_
1177|Enchanted April|m.03c058
1178|Paths of Glory|m.05sjq
1179|Grifters, The|m.03b1sb
1180|Hear My Song|m.0743gl
1181|Shooter, The|m.0gksh95
1183|English Patient, The|m.0pv3x
1184|Mediterraneo|m.0d0hvd
1185|My Left Foot|m.0yzvw
1186|Sex, Lies, and Videotape|m.0221zw
1187|Passion Fish|m.03b21c
1188|Strictly Ballroom|m.02n9bh
1189|Thin Blue Line, The|m.02txgy
1190|Tie Me Up! Tie Me Down!|m.01gbd4
1191|Madonna: Truth or Dare|m.04y9ckx
1192|Paris Is Burning|m.079vv6
1193|One Flew Over the Cuckoo's Nest|m.07xtqq
1194|Up in Smoke|m.04p80y
1196|Star Wars: Episode V - The Empire Strikes Back|m.0f3m1
1197|Princess Bride, The|m.07nn0
1198|Raiders of the Lost Ark|m.0f4yh
1199|Brazil|m.0jwmp
1200|Aliens|m.01f8hf
1201|Good, The Bad and The Ugly, The|m.07rty
1202|Withnail and I|m.01ydpv
1203|12 Angry Men|m.0m_tj
1204|Lawrence of Arabia|m.0bx0l
1205|Transformers: The Movie, The|
1206|Clockwork Orange, A|m.05ldxl
1207|To Kill a Mockingbird|m.0ccck7
1208|Apocalypse Now|m.0jzw
1209|Once Upon a Time in the West|m.01pvq3
1210|Star Wars: Episode VI - Return of the Jedi|m.0ddjy
1211|Wings of Desire (Der Himmel über Berlin)|m.0822j
1212|Third Man, The|m.0jdr0
1213|GoodFellas|m.0h6r5
1214|Alien|m.067ghz
1215|Army of Darkness|m.014hr
1216|Big Blue, The (Le Grand Bleu)|m.0h7l2
1217|Ran|m.0k2m6
1218|Killer, The (Die xue shuang xiong)|m.02b63c
1219|Psycho|m.05z7c
1220|Blues Brothers, The|m.0c8tkt
1221|Godfather: Part II, The|m.0jsf6
1222|Full Metal Jacket|m.0333t
1223|Grand Day Out, A|m.03mqzh
1224|Henry V|m.016ywb
1225|Amadeus|m.042y1c
1226|Quiet Man, The|m.0j80w
1227|Once Upon a Time in America|m.028_yv
1228|Raging Bull|m.06cm5
1230|Annie Hall|m.0hmr4
1231|Right Stuff, The|m.0sxgv
1232|Stalker|m.01q19y
1233|Boat, The (Das Boot)|m.02h22
1234|Sting, The|m.0gw7p
1235|Harold and Maude|m.03gmw
1236|Trust|m.0bfx49
1237|Seventh Seal, The (Sjunde inseglet, Det)|m.017yv4
1238|Local Hero|m.01k40w
1240|Terminator, The|m.07ghq
1241|Braindead|m.011zms
1242|Glory|m.02jxbw
1243|Rosencrantz and Guildenstern Are Dead|m.02q1clr
1244|Manhattan|m.0jyx6
1245|Miller's Crossing|m.0ff4w
1246|Dead Poets Society|m.0yzbg
1247|Graduate, The|m.07cdz
1248|Touch of Evil|m.0h1kp
1249|Nikita (La Femme Nikita)|m.01n81q
1250|Bridge on the River Kwai, The|m.0bs4r
1251|8 1/2|m.01v74p
1252|Chinatown|m.0hv4t
1253|Day the Earth Stood Still, The|m.0jqhd
1254|Treasure of the Sierra Madre, The|m.02q_ncg
1255|Bad Taste|m.02mkwj
1256|Duck Soup|m.0jqmq
1257|Better Off Dead...|m.03pk0l
1258|Shining, The|m.04fjzv
1259|Stand by Me|m.0m2kd
1260|M|m.0hjsp
1261|Evil Dead II (Dead By Dawn)|m.02vhv
1262|Great Escape, The|m.018rvr
1263|Deer Hunter, The|m.0jqj5
1264|Diva|m.0558dk
1265|Groundhog Day|m.011x_4
1266|Unforgiven|m.0_92w
1267|Manchurian Candidate, The|m.0fy66
1268|Pump Up the Volume|m.05bnv1
1269|Arsenic and Old Lace|m.03c77z
1270|Back to the Future|m.0bt4g
1271|Fried Green Tomatoes|m.0kv0zn
1272|Patton|m.0pd4f
1273|Down by Law|m.098bd8
1274|Akira|m.02vtyb
1275|Highlander|m.0c2jgd
1276|Cool Hand Luke|m.015gsf
1277|Cyrano de Bergerac|m.05y0cr
1278|Young Frankenstein|m.0291ck
1279|Night on Earth|m.06_nny
1280|Raise the Red Lantern|m.0kgxf
1281|Great Dictator, The|m.0gy4z
1282|Fantasia|m.0jqtz
1283|High Noon|m.0jswp
1284|Big Sleep, The|m.05k7xj
1285|Heathers|m.03m3j
1286|Somewhere in Time|m.03p_np
1287|Ben-Hur|m.04v8x9
1288|This Is Spinal Tap|m.0pdp8
1289|Koyaanisqatsi|m.047hq
1290|Some Kind of Wonderful|m.03458j
1291|Indiana Jones and the Last Crusade|m.0h_b6x1
1292|Being There|m.015whm
1293|Gandhi|m.0209hj
1294|M*A*S*H|
1295|Unbearable Lightness of Being, The|m.0kvgnq
1296|Room with a View, A|m.09tkzy
1297|Real Genius|m.02f_gc
1298|Pink Floyd - The Wall|m.058ymm
1299|Killing Fields, The|m.04j4tx
1300|My Life as a Dog (Mitt liv som hund)|m.09rz22
1301|Forbidden Planet|m.0fb4l
1302|Field of Dreams|m.0yzp8
1303|Man Who Would Be King, The|m.09pyqc
1304|Butch Cassidy and the Sundance Kid|m.0p9tm
1305|Paris, Texas|m.01jf9c
1306|Until the End of the World (Bis ans Ende der Welt)|m.07vcx
1307|When Harry Met Sally...|m.082zg
1308|I Shot a Man in Vegas|m.0py1s36
1309|Parallel Sons|m.027122q
1310|Hype!|m.04gcxn
1311|Santa with Muscles|m.01s43f
1312|Female Perversions|m.04j2rlx
1313|Mad Dog Time|m.0chxcp
1314|Breathing Room|m.0dl7ylf
1315|Paris Was a Woman|m.0crsfvz
1316|Anna|
1317|I'm Not Rappaport|m.04crdpg
1318|Blue Juice|m.0bb2sh
1319|Kids of Survival|m.0zp0829
1320|Alien³|m.01f7g_
1321|American Werewolf in London, An|m.02dj5n
1322|Amityville 1992: It's About Time|m.0gbr99
1323|Amityville 3-D|m.0gbqk2
1324|Amityville: Dollhouse|m.0gbrn0
1325|Amityville: A New Generation|m.0gbrk8
1326|Amityville II: The Possession|m.06pqx7
1327|Amityville Horror, The|m.0b8gf1
1328|Amityville Curse, The|m.0gbr30
1329|Blood For Dracula (Andy Warhol's Dracula)|m.09rvx5
1330|April Fool's Day|m.09bww2
1331|Audrey Rose|m.07wzcn
1332|Believers, The|m.0bvl4h
1333|Birds, The|m.01s9vc
1334|Blob, The|m.0397fk
1335|Blood Beach|m.06_w4w3
1336|Body Parts|m.02pnf43
1337|Body Snatcher, The|m.0921ps
1339|Bram Stoker's Dracula|m.01xq8v
1340|Bride of Frankenstein|m.0jq4r
1341|Burnt Offerings|m.0b8g0y
1342|Candyman|m.04mqwg
1343|Cape Fear|m.016y_f
1344|Cape Fear|m.016y_v
1345|Carrie|m.0ct5zc
1346|Cat People|m.0426fc
1347|Nightmare on Elm Street, A|m.08ll52
1348|Nosferatu (Nosferatu, eine Symphonie des Grauens)|m.0l507
1349|Nosferatu a Venezia|m.0b813t
1350|Omen, The|m.019k65
1351|Blood & Wine|m.06_m2r
1352|Albino Alligator|m.09h5k1
1353|Mirror Has Two Faces, The|m.08rr3p
1354|Breaking the Waves|m.03bxwl
1355|Nightwatch|m.05hmgv
1356|Star Trek: First Contact|m.06r2h
1357|Shine|m.011yl_
1358|Sling Blade|m.0170qy
1359|Jingle All the Way|m.04lq39
1360|Identification of a Woman (Identificazione di una donna)|m.03c9svk
1361|Paradise Lost: The Child Murders at Robin Hood Hills|m.0193s9
1362|Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)|
1363|Preacher's Wife, The|m.032kr9
1364|Zero Kelvin (Kjærlighetens kjøtere)|m.02738tt
1365|Ridicule|m.01j3xp
1366|Crucible, The|m.055td_
1367|101 Dalmatians|m.018gq3
1368|Forbidden Christ, The (Cristo proibito, Il)|m.05b4ygh
1369|I Can't Sleep (J'ai pas sommeil)|m.02rdyx7
1370|Die Hard 2|m.027_9n
1371|Star Trek: The Motion Picture|m.01pg1t
1372|Star Trek VI: The Undiscovered Country|m.015bpl
1373|Star Trek V: The Final Frontier|m.012gk9
1374|Star Trek: The Wrath of Khan|m.06r2_
1375|Star Trek III: The Search for Spock|m.01dc8g
1376|Star Trek IV: The Voyage Home|m.0m5s5
1377|Batman Returns|m.01hq1
1378|Young Guns|m.031tc2
1379|Young Guns II|m.031zk3
1380|Grease|m.01xlqd
1381|Grease 2|m.01qd2t
1382|Marked for Death|m.0hqpp
1383|Adrenalin: Fear the Rush|m.02854l1
1384|Substance of Fire, The|m.04j2qhf
1385|Under Siege|m.0hqqs
1386|Terror in a Texas Town|m.04j2mds
1387|Jaws|m.0jyb4
1388|Jaws 2|m.01zhjh
1389|Jaws 3-D|m.04ddm4
1390|My Fellow Americans|m.03cygf
1391|Mars Attacks!|m.09lxv9
1392|Citizen Ruth|m.04f46y
1393|Jerry Maguire|m.011ykb
1394|Raising Arizona|m.01pnf9
1395|Tin Men|m.06spyn
1396|Sneakers|m.04m91p
1397|Bastard Out of Carolina|m.04_2tf
1398|In Love and War|m.0g_xzy
1399|Marvin's Room|m.03bxw5
1400|Somebody is Waiting|m.011k590t
1401|Ghosts of Mississippi|m.04x4v5
1404|Night Falls on Manhattan|m.084zn8
1405|Beavis and Butt-head Do America|m.05873x
1406|Cérémonie, La|m.0fcj9r
1407|Scream|m.0sy44
1408|Last of the Mohicans, The|m.050r1z
1409|Michael|m.08v6ll
1410|Evening Star, The|m.05nysd
1411|Hamlet|m.0prh7
1412|Some Mother's Son|m.0dlm5p
1413|Whole Wide World, The|m.057hp_
1414|Mother|m.0c492j
1415|Thieves (Voleurs, Les)|m.0513fcb
1416|Evita|m.07vf5c
1417|Portrait of a Lady, The|m.03lvwp
1419|Walkabout|m.02thj_
1420|Message to Love: The Isle of Wight Festival|m.0dfcvl
1421|Grateful Dead|
1422|Murder at 1600|m.07zcw5
1423|Hearts and Minds|
1424|Inside|m.04j2_4j
1425|Fierce Creatures|m.01ggr0
1426|Zeus and Roxanne|m.0dy5gj
1427|Turbulence|m.07gf00
1428|Angel Baby|m.02qd4l7
1429|Jackie Chan's First Strike|m.07yhfx
1430|Underworld|m.04666r0
1431|Beverly Hills Ninja|m.08vw2f
1432|Metro|m.07s981
1433|Machine, The|m.0gkr2nb
1434|Stranger, The|
1436|Falling in Love Again|m.0cc7v_t
1437|Cement Garden, The|m.04j31r3
1438|Dante's Peak|m.024y_s
1439|Meet Wally Sparks|m.0kv2l4
1440|Amos & Andrew|m.0d5jj8
1441|Benny & Joon|m.028f12
1442|Prefontaine|m.05g8f8
1443|Tickle in the Heart, A|m.0crsgh0
1444|Guantanamera|m.0272hhx
1445|McHale's Navy|m.0fhgzq
1446|Kolya|m.037rcv
1447|Gridlock'd|m.08dk0b
1448|Fire on the Mountain|m.06rqwp
1449|Waiting for Guffman|m.034ffy
1450|Prisoner of the Mountains (Kavkazsky Plennik)|m.0272x_4
1453|Beautician and the Beast, The|m.03ynp_
1454|SubUrbia|m.08x6vf
1455|Hotel de Love|m.0gw5pjg
1456|Pest, The|m.08rwj2
1457|Fools Rush In|m.0125z1
1458|Touch|m.0947tg
1459|Absolute Power|m.08sz9r
1460|That Darn Cat!|m.04h3j4
1461|Vegas Vacation|m.06zlpj
